시료일련번호,조사지역일련번호,시추일련번호,골재종류,위도,경도,주소,시료지점명
3169,138,1119,산림,37.6269444,127.251222,경기도 남양주시  ,NYJF-2
3170,138,1120,산림,37.6323611,127.253472,경기도 남양주시  ,NYJF-3
3171,138,1120,산림,37.6323611,127.253472,경기도 남양주시  ,NYJF-3
3186,130,1121,하천,35.0912777,126.50825,전라남도 함평군 대동면 덕산리,HPR-1
3187,130,1122,하천,35.0624444,126.524888,전라남도 함평군 함평읍 기각리,HPR-2
3188,130,1123,하천,35.0080833,126.529527,전라남도 함평군 엄다면 학야리,HPR-3
3189,130,1124,하천,35.1271111,126.621,전라남도 함평군 나산면 이문리,HPR-4
3190,130,1125,하천,35.1771388,126.593222,전라남도 함평군 학교면 고막리,HPR-5
3191,130,1126,하천,34.9990555,126.593055,전라남도 함평군 학교면 석정리,HPR-6
3192,131,1127,육상,35.1872222,126.617138,전라남도 함평군 해보면 문장리,HPL-1
3193,131,1128,육상,35.1577777,126.411055,전라남도 함평군 손불면 양재리,HPL-2
3194,131,1129,육상,35.1199166,126.419694,전라남도 함평군 손불면 산남리,HPL-3
3195,131,1130,육상,35.1510555,126.47725,전라남도 함평군 신광면 복흥리,HPL-4
3196,131,1131,육상,35.1110277,126.499916,전라남도 함평군 대동면 운교리,HPL-5
3197,131,1132,육상,35.0983333,126.470388,전라남도 함평군 함평읍 장년리,HPL-6
3198,131,1133,육상,35.0356944,126.491916,전라남도 함평군 함평읍 성남리,HPL-7
3199,131,1134,육상,35.07375,126.55025,전라남도 함평군 대동면 강운리,HPL-8
3200,131,1135,육상,35.0295833,126.518583,전라남도 함평군 엄다면 성천리,HPL-9
3201,131,1136,육상,34.9918333,126.530555,전라남도 함평군 엄다면 영흥리,HPL-10
3202,131,1137,육상,35.0573055,126.585166,전라남도 함평군 대동면 금곡리,HPL-11
3203,131,1138,육상,35.1128055,126.600138,전라남도 함평군 나산면 삼축리,HPL-12
3204,131,1139,육상,35.1681388,126.624611,전라남도 함평군 월야면 양정리,HPL-13
3205,131,1140,육상,35.2011111,126.631722,전라남도 함평군 월야면 계림리,HPL-14
3206,131,1141,육상,35.1720833,126.585777,전라남도 함평군 해보면 해보리,HPL-15
3207,132,1142,산림,35.1511166,126.423161,전라남도 함평군  ,HPF-1
3208,132,1142,산림,35.1511166,126.423161,전라남도 함평군  ,HPF-1
3209,132,1143,산림,35.1428916,126.519533,전라남도 함평군  ,HPF-2
3210,132,1143,산림,35.1428916,126.519533,전라남도 함평군  ,HPF-2
3211,132,1144,산림,35.1437111,126.581527,전라남도 함평군  ,HPF-3
3212,132,1144,산림,35.1437111,126.581527,전라남도 함평군  ,HPF-3
3213,132,1145,산림,35.1035666,126.546055,전라남도 함평군  ,HPF-4
3214,132,1145,산림,35.1035666,126.546055,전라남도 함평군  ,HPF-4
3215,133,1146,하천,34.8072222,127.134166,전라남도 보성군 미력면 화방리,BSR01
3216,133,1147,하천,34.8069444,127.136388,전라남도 보성군 겸백면 용산리,BSR02
3217,133,1148,하천,34.8188888,127.143055,전라남도 보성군 겸백면 남양리,BSR03
3218,133,1149,하천,34.81,127.133888,전라남도 보성군 겸백면 도안리,BSR04
3219,133,1150,하천,34.8252777,127.154444,전라남도 보성군 겸백면 도안리,BSR05
3220,133,1151,하천,34.8522222,127.158055,전라남도 보성군 겸백면 석호리,BSR06
3221,133,1153,하천,34.8627777,127.1475,전라남도 보성군 율어면 율어리,BSR08
3222,133,1157,하천,35.8094444,127.137222,전라남도 보성군 겸백면 도안리,BSR13
3226,134,1158,육상,34.9108333,127.179444,전라남도 보성군 문덕면 양동리,BSL01
3227,134,1161,육상,34.8088888,127.150833,전라남도 보성군 겸백면 도안리,BSL04
3228,134,1162,육상,34.8205555,127.145,전라남도 보성군 겸백면 남양리,BSL05
3229,134,1163,육상,34.8480555,127.150833,전라남도 보성군 겸백면 평호리,BSL06
3230,134,1165,육상,34.7975,127.094166,전라남도 보성군 미력면 도개리,BSL08
3231,134,1167,육상,34.7552777,127.189722,전라남도 보성군 득량면 해평리,BSL10
3232,134,1168,육상,34.7638888,127.219722,전라남도 보성군 득량면 예당리,BSL11
3233,134,1169,육상,34.2372222,127.794444,전라남도 보성군 조성면 용전리,BSL12
3234,134,1170,육상,34.7963888,127.246944,전라남도 보성군 조성면 조성리,BSL13
3235,134,1174,육상,34.835,127.317222,전라남도 보성군 벌교읍 척령리,BSL16
3236,134,1175,육상,34.8397222,127.365555,전라남도 보성군 벌교읍 장양리,BSL17
3237,134,1177,육상,34.8758333,127.335,전라남도 보성군 벌교읍 지동리,BSL19
3238,134,1180,육상,34.7108333,127.026666,전라남도 보성군 웅치면 강산리,BSL22
3239,134,1183,육상,34.8961111,127.119722,전라남도 보성군 복내면 용동리,BSL25
3240,134,1184,육상,34.8061111,127.092777,전라남도 보성군 미력면 도개리,BSL26
3241,134,1186,육상,34.8552777,127.335,전라남도 보성군 벌교읍 봉림리,BSL28
3255,140,1013,하천,38.0055571,127.1313344,경기도 용인시 처인구 남사면 진목리,YIRB-1
3256,141,1014,육상,38.1989364,127.2350129,경기도 용인시 처인구 포곡읍 유운리,YILB-1
3257,141,1015,육상,38.0712789,127.2072439,경기도 용인시 처인구 이동면 덕성리,YILB-2
3258,141,1016,육상,38.0530925,127.2111735,경기도 용인시 처인구 이동면 시미리,YILB-3
3259,141,1017,육상,38.013928,127.1695148,경기도 용인시 처인구 남사면 방아리,YILB-4
3260,141,1018,육상,38.0071778,127.1491837,경기도 용인시 처인구 남사면 진목리,YILB-5
3261,141,1019,육상,37.9999476,127.1252702,경기도 용인시 처인구 남사면 진목리,YILB-6
3262,141,1020,육상,38.0247353,127.4050087,경기도 용인시 처인구 백암면 고안리,YILB-7
3263,141,1021,육상,38.0235298,127.3988221,경기도 용인시 처인구 백암면 용천리,YILB-8
3264,141,1022,육상,38.0353598,127.3886711,경기도 용인시 처인구 백암면 근삼리,YILB-9
3265,141,1023,육상,38.0473674,127.3858776,경기도 용인시 처인구 백암면 백봉리,YILB-10
3266,141,1024,육상,38.0696728,127.3684831,경기도 용인시 처인구 백암면 근창리,YILB-11
3267,141,1025,육상,38.0714501,127.3530167,경기도 용인시 처인구 원삼면 두창리,YILB-12
3268,141,1026,육상,38.0753549,127.3409216,경기도 용인시 처인구 원삼면 가재월리,YILB-13
3269,142,1027,산림,38.0902455,127.257897,경기도 용인시 처인구 호동 ,YIFB-1
3270,142,1028,산림,38.0389853,127.2503533,경기도 용인시 처인구 이동면 묘봉리,YIFB-2
3302,146,1044,하천,37.9903056,126.8933889,경기도 파주시 적성면 주월리,PJR-1
3303,146,1045,하천,37.9143889,126.8284167,경기도 파주시 파평면 두포리,PJR-2
3304,146,1046,하천,37.8571111,126.7762222,경기도 파주시 문산읍 내포리,PJR-3
3305,146,1047,하천,37.8333611,126.7830833,경기도 파주시 월롱면 능산리,PJR-4
3306,146,1048,하천,37.8033889,126.7888611,경기도 파주시 월롱면 덕은리,PJR-5
3307,146,1049,하천,37.7566944,126.6956667,경기도 파주시 탄현면 갈현리,PJR-6
3308,146,1050,하천,37.7581111,126.7112222,경기도 파주시 검산동 ,PJR-7
3309,146,1051,하천,37.7440278,126.7905833,경기도 파주시 조리읍 능안리,PJR-8
3310,146,1052,하천,37.7333333,126.8285278,경기도 파주시 조리읍 대원리,PJR-9
3311,147,1053,육상,37.9979722,126.9665,경기도 파주시 적성면 어유지리,PJL-1
3312,147,1054,육상,37.9846111,126.9161111,경기도 파주시 적성면 주월리,PJL-2
3313,147,1055,육상,37.9427222,126.8993333,경기도 파주시 적성면 마지리,PJL-3
3314,147,1056,육상,37.9035556,126.7654444,경기도 파주시 문산읍 마정리,PJL-4
3315,147,1057,육상,37.8862778,126.7451389,경기도 파주시 문산읍 사목리,PJL-5
3316,147,1058,육상,37.8486389,126.777,경기도 파주시 문산읍 내포리,PJL-6
3317,147,1059,육상,37.8278056,126.7092222,경기도 파주시 탄현면 오금리,PJL-7
3318,147,1060,육상,37.8151944,126.6863056,경기도 파주시 탄현면 대동리,PJL-8
3319,147,1061,육상,37.8087778,126.797,경기도 파주시 파주읍 봉암리,PJL-9
3320,147,1062,육상,37.83,126.8205556,경기도 파주시 파주읍 파주리,PJL-10
3321,147,1063,육상,37.7963611,126.8134444,경기도 파주시 월롱면 도내리,PJL-11
3322,147,1064,육상,37.7971944,126.8661667,경기도 파주시 광탄면 창만리,PJL-12
3323,147,1065,육상,37.7719722,126.7405556,경기도 파주시 검산동 ,PJL-13
3324,147,1066,육상,37.7456667,126.7022778,경기도 파주시  ,PJL-14
3325,147,1067,육상,37.7421111,126.764,경기도 파주시 교하읍 ,PJL-15
3326,147,1068,육상,37.7605556,126.8108611,경기도 파주시 조리읍 등원리,PJL-16
3327,147,1069,육상,37.7355556,126.8093889,경기도 파주시 조리읍 대원리,PJL-17
3328,148,1070,산림,37.8908114,126.9162963,경기도 파주시 법원읍 직천리,PJF-1
3329,148,1071,산림,37.8854821,126.8355536,경기도 파주시 문산읍 이천리,PJF-2
3335,149,1072,하천,36.0685,126.8626389,충청남도 서천군 한산면 신성리,SCR-1
3336,149,1073,하천,36.0419722,126.8080833,충청남도 서천군 화양면 와초리,SCR-2
3337,149,1074,하천,36.0360556,126.7689444,충청남도 서천군 화양면 봉명리,SCR-3
3338,149,1075,하천,36.0731944,126.73,충청남도 서천군 기산면 두북리,SCR-4
3339,149,1076,하천,36.0367222,126.7396111,충청남도 서천군 마서면 신포리,SCR-5
3340,150,1078,육상,36.0830556,126.8226389,충청남도 서천군 한산면 단상리,SCL-2
3341,150,1079,육상,36.1537778,126.7615833,충청남도 서천군 문산면 지원리,SCL-3
3342,150,1083,육상,36.1428889,126.6922222,충청남도 서천군 판교면 후동리,SCL-7
3343,150,1087,육상,36.1098611,126.6113889,충청남도 서천군 비인면 다사리,SCL-11
3344,151,1088,산림,36.144518,126.7368352,충청남도 서천군 문산면 수암리,SCF-1
3345,151,1089,산림,36.1607059,126.6514179,충청남도 서천군 판교면 심동리,SCF-2
3346,152,1094,하천,35.3225,126.9911111,전라남도 담양군 담양읍 향교리,DYR05
3347,153,1098,육상,35.2169444,126.9719444,전라남도 담양군 고서면 성월리,DYL02
3348,153,1099,육상,35.2294444,126.9641667,전라남도 담양군 고서면 동운리,DYL03
3349,153,1101,육상,35.2369444,126.97,전라남도 담양군 고서면 동운리,DYL05
3350,153,1103,육상,35.2536111,126.9233333,전라남도 담양군 봉산면 와우리,DYL07
3351,153,1104,육상,35.2583333,126.9488889,전라남도 담양군 봉산면 양지리,DYL08
3352,153,1105,육상,35.265,126.9511111,전라남도 담양군 봉산면 연동리,DYL09
3353,153,1106,육상,35.2708333,126.9488889,전라남도 담양군 봉산면 신학리,DYL10
3354,153,1107,육상,35.26,126.9383333,전라남도 담양군 봉산면 ,DYL11
3355,153,1109,육상,35.2952778,126.9661111,전라남도 담양군 담양읍 강쟁리,DYL13
3356,153,1111,육상,35.2805556,126.9513889,전라남도 담양군 봉산면 제월리,DYL15
3357,153,1112,육상,35.2927778,126.9575,전라남도 담양군 무정면 영천리,DYL16
3358,153,1113,육상,35.2894444,126.9705556,전라남도 담양군 봉산면 대추리,DYL17
3359,153,1116,육상,35.2777778,126.9294444,전라남도 담양군 수북면 고성리,DYL20
3360,153,1120,육상,35.3005556,126.9544444,전라남도 담양군 수북면 풍수리,DYL24
3361,153,1122,육상,35.3222222,126.9686111,전라남도 담양군 담양읍 양각리,DYL26
3362,153,1123,육상,35.2258333,127.0133333,전라남도 담양군 창평면 창평리,DYL27
3363,153,1126,육상,35.2516667,126.8816667,전라남도 담양군 대전면 응용리,DYL30
3364,153,1128,육상,35.2616667,126.8997222,전라남도 담양군 대전면 태목리,DYL32
3365,153,1129,육상,35.2666667,126.9133333,전라남도 담양군 대전면 갑향리,DYL33
3366,153,1131,육상,35.2586111,126.9227778,전라남도 담양군 대전면 ,DYL35
3367,153,1138,육상,35.3244444,127.0083333,전라남도 담양군 담양읍 학동리,DYL42
3368,153,1139,육상,35.3238889,127.0302778,전라남도 담양군 금성면 대곡리,DYL43
3369,153,1140,육상,35.2886111,127.0030556,전라남도 담양군 무정면 성도리,DYL44
3370,153,1141,육상,35.2858333,127.0308333,전라남도 담양군 무정면 봉안리,DYL45
3371,153,1142,육상,35.2841667,127.0588889,전라남도 담양군 무정면 안평리,DYL46
3372,153,1143,육상,35.2325,127.0127778,전라남도 담양군 창평면 창평리,DYL47
3373,154,1144,산림,35.2311111,127.0736111,전라남도 담양군 대덕면 용대리,용대리 시추
3374,154,1145,산림,35.1894444,127.0852778,전라남도 담양군 대덕면 운산리,운산리 시추
3375,154,1146,산림,35.1586111,127.0416667,전라남도 담양군 남면 경상리,경상리 시추
3376,155,1153,하천,35.2611111,126.7447222,전라남도 장성군 황룡면 옥정리,JAR07
3377,156,1160,육상,35.3725,126.8016667,전라남도 장성군 북일면 신흥리,JAL07
3378,156,1161,육상,35.3619444,126.7975,전라남도 장성군 북일면 신흥리,JAL08
3379,156,1164,육상,35.3277778,126.7775,전라남도 장성군 장성읍 안평리,JAL11
3380,156,1165,육상,35.3122222,126.775,전라남도 장성군 장성읍 장안리,JAL12
3381,156,1167,육상,35.3908333,126.9077778,전라남도 장성군 북하면 성암리,JAL14
3382,156,1168,육상,35.3216667,126.7783333,전라남도 장성군 서삼면 금계리,JAL15
3383,156,1170,육상,35.2925,126.7652778,전라남도 장성군 황룡면 장산리,JAL17
3384,156,1172,육상,35.2647222,126.7475,전라남도 장성군 황룡면 옥정리,JAL19
3385,156,1176,육상,35.2452778,126.6994444,전라남도 장성군 삼계면 상도리,JAL23
3386,156,1179,육상,35.2197222,126.635,전라남도 장성군 삼서면 수해리,JAL26
3387,156,1180,육상,35.21,126.6383333,전라남도 장성군 삼서면 우치리,JAL27
3388,156,1181,육상,35.2216667,126.6247222,전라남도 장성군 삼서면 수해리,JAL28
3389,156,1183,육상,35.2238889,126.8061111,전라남도 장성군 남면 월정리,JAL30
3390,156,1184,육상,35.2325,126.8072222,전라남도 장성군 남면 월정리,JAL31
3391,156,1186,육상,35.2352778,126.7816667,전라남도 장성군 남면 마령리,JAL33
3392,156,1187,육상,35.2425,126.8044444,전라남도 장성군 남면 분향리,JAL34
3393,156,1191,육상,35.2369444,126.8533333,전라남도 장성군 진원면 산동리,JAL38
3394,156,1194,육상,35.2116667,126.6480556,전라남도 장성군 삼서면 우치리,GML11
3395,157,1196,산림,34.9436111,127.2055556,전라남도 장성군 북일면 문암리,문암리 시추
3396,157,1197,산림,34.9388889,127.1111111,전라남도 장성군 북이면 죽청리,죽청리 시추
3397,157,1198,산림,34.8391667,127.26,전라남도 장성군 북하면 월성리,월정리 시추
3418,166,1375,육상,35.3306389,128.3121194,경상남도 의령군 용덕면 소상리,URLB-1
3419,166,1376,육상,35.3271611,128.30745,경상남도 의령군 용덕면 소상리,URLB-2
3420,166,1377,육상,35.3366167,128.3923194,경상남도 의령군 정곡면 적곡리,URLB-3
3421,166,1378,육상,35.3396,128.3865194,경상남도 의령군 정곡면 적곡리,URLB-4
3422,161,1387,하천,35.3801278,128.4231722,경상남도 함안군 대산면 장암리,HARB-1
3423,161,1388,하천,35.3591639,128.4017944,경상남도 함안군 대산면 하기리,HARB-2
3424,161,1389,하천,35.3592722,128.3903361,경상남도 함안군 대산면 하기리,HARB-3
3425,161,1390,하천,35.3544917,128.3845667,경상남도 함안군 대산면 하기리,HARB-4
3426,161,1391,하천,35.3472444,128.3889472,경상남도 함안군 대산면 하기리,HARB-5
3427,161,1392,하천,35.346675,128.3464667,경상남도 함안군 법수면 백산리,HARB-6
3428,161,1393,하천,35.3516,128.3434306,경상남도 함안군 법수면 백산리,HARB-7
3429,161,1394,하천,35.358075,128.3359083,경상남도 함안군 법수면 백산리,HARB-8
3430,161,1395,하천,35.3604389,128.3298639,경상남도 함안군 법수면 사정리,HARB-9
3431,161,1396,하천,35.3619278,128.322525,경상남도 함안군 법수면 사정리,HARB-10
3432,161,1397,하천,35.3580639,128.3075083,경상남도 함안군 법수면 사정리,HARB-11
3433,161,1398,하천,35.3508333,128.3133389,경상남도 함안군 법수면 사정리,HARB-12
3434,161,1399,하천,35.3224,128.3139028,경상남도 함안군 군북면 월촌리,HARB-13
3435,161,1400,하천,35.3206528,128.3075111,경상남도 함안군 군북면 월촌리,HARB-14
3436,161,1401,하천,35.2741167,128.2833861,경상남도 함안군 군북면 박곡리,HARB-15
3437,161,1402,하천,35.3047028,128.3209083,경상남도 함안군 군북면 월촌리,HARB-16
3450,163,1403,하천,35.5519778,128.1198056,경상남도 합천군 용주면 손목리,HCRB-1
3451,163,1404,하천,35.556075,128.1219167,경상남도 합천군 용주면 월평리,HCRB-2
3452,163,1405,하천,35.6023639,128.24565,경상남도 합천군 쌍책면 건태리,HCRB-3
3453,163,1406,하천,35.6014417,128.2459139,경상남도 합천군 쌍책면 건태리,HCRB-4
3454,163,1407,하천,35.5999194,128.2516333,경상남도 합천군 쌍책면 건태리,HCRB-5
3455,163,1408,하천,35.5883,128.2643278,경상남도 합천군 율곡면 갑산리,HCRB-6
3456,163,1409,하천,35.5842056,128.2596889,경상남도 합천군 쌍책면 상포리,HCRB-7
3457,163,1410,하천,35.5816667,128.2583028,경상남도 합천군 쌍책면 상포리,HCRB-8
3458,163,1411,하천,35.5796278,128.2631694,경상남도 합천군 쌍책면 상포리,HCRB-9
3459,163,1412,하천,35.5729472,128.2949056,경상남도 합천군 적중면 죽고리,HCRB-10
3460,163,1413,하천,35.5743639,128.3003389,경상남도 합천군 적중면 죽고리,HCRB-11
3461,163,1414,하천,35.5724333,128.3056722,경상남도 합천군 적중면 죽고리,HCRB-12
3462,163,1415,하천,35.5721333,128.3099361,경상남도 합천군 적중면 죽고리,HCRB-13
3463,163,1416,하천,35.5708028,128.3175889,경상남도 합천군 청덕면 모리,HCRB-14
3464,163,1417,하천,35.5733639,128.3571472,경상남도 합천군 청덕면 미곡리,HCRB-15
3465,163,1418,하천,35.5748417,128.3571472,경상남도 합천군 청덕면 삼학리,HCRB-16
3466,163,1419,하천,35.5686528,128.3555278,경상남도 합천군 청덕면 적포리,HCRB-17
3485,164,1425,육상,35.5814528,128.2696694,경상남도 합천군 쌍책면 상포리,HCLB-6
3486,164,1426,육상,35.5751722,128.3158111,경상남도 합천군 청덕면 성태리,HCLB-7
3487,164,1427,육상,35.5720167,128.316725,경상남도 합천군 청덕면 모리,HCLB-8
3488,171,1475,하천,35.6936111,35.6936111,경상북도 고령군 우곡면 사촌리,GRR12
3489,171,1476,하천,35.6925,35.6925,경상북도 고령군 우곡면 사촌리,GRR13
3490,171,1477,하천,35.6916667,35.6916667,경상북도 고령군 우곡면 사촌리,GRR14
3491,171,1478,하천,35.6905556,35.6905556,경상북도 고령군 우곡면 사촌리,GRR15
3492,171,1472,하천,35.6658333,35.6658333,경상북도 고령군 우곡면 도진리,GRR07
3493,171,1473,하천,35.6677778,35.6677778,경상북도 고령군 우곡면 도진리,GRR08
3494,171,1474,하천,35.6680556,35.6680556,경상북도 고령군 우곡면 도진리,GRR09
3495,171,1469,하천,35.6141667,35.6141667,경상북도 고령군 우곡면 객기리,GRR01
3496,171,1470,하천,35.6155556,35.6155556,경상북도 고령군 우곡면 객기리,GRR02
3497,171,1471,하천,35.6141667,35.6141667,경상북도 고령군 우곡면 객기리,GRR03
3498,172,1432,하천,35.6208333,35.6208333,대구광역시 달성군 구지면 대암리,DSR02
3499,172,1433,하천,35.62,35.62,대구광역시 달성군 구지면 대암리,DSR03
3500,172,1434,하천,35.6177778,35.6177778,대구광역시 달성군 구지면 대암리,DSR04
3501,172,1435,하천,35.6161111,35.6161111,대구광역시 달성군 구지면 대암리,DSR05
3502,172,1436,하천,35.6586111,35.6586111,대구광역시 달성군 구지면 징리,DSR07
3503,172,1437,하천,35.6652778,35.6652778,대구광역시 달성군 구지면 징리,DSR08
3504,172,1438,하천,35.6644444,35.6644444,대구광역시 달성군 구지면 징리,DSR09
3505,170,1479,하천,35.8655556,35.8655556,경상북도 성주군 선남면 선원리,SJR01
3506,170,1480,하천,35.8647222,35.8647222,경상북도 성주군 선남면 선원리,SJR02
3507,169,1428,하천,35.9175,35.9175,경상북도 칠곡군 왜관읍 금남리,CGR01
3508,169,1429,하천,35.9138889,35.9138889,경상북도 칠곡군 왜관읍 금남리,CGR02
3509,169,1430,하천,35.9108333,35.9108333,경상북도 칠곡군 왜관읍 금남리,CGR03
3510,169,1431,하천,35.905,35.905,경상북도 칠곡군 왜관읍 금남리,CGR04
3511,167,1444,하천,36.0413889,36.0413889,경상북도 김천시 감천면 도평리,GCR01
3512,167,1445,하천,36.0411111,36.0411111,경상북도 김천시 감천면 도평리,GCR02
3513,167,1446,하천,36.0405556,36.0405556,경상북도 김천시 감천면 도평리,GCR03
3514,167,1447,하천,36.0558333,36.0558333,경상북도 김천시 감천면 도평리,GCR06
3515,167,1448,하천,36.0575,36.0575,경상북도 김천시 감천면 도평리,GCR07
3516,167,1449,하천,36.0625,36.0625,경상북도 김천시 감천면 도평리,GCR08
3517,167,1450,하천,36.0638889,36.0638889,경상북도 김천시 감천면 도평리,GCR09
3518,167,1451,하천,36.1961111,36.1961111,경상북도 김천시 아포읍 지리,GCR11
3519,167,1452,하천,36.1986111,36.1986111,경상북도 김천시 아포읍 지리,GCR12
3520,167,1453,하천,36.1977778,36.1977778,경상북도 김천시 아포읍 지리,GCR13
3521,168,1465,하천,36.2144444,36.2144444,경상북도 구미시 선산읍 북산리,GMR16
3522,168,1466,하천,36.2130556,36.2130556,경상북도 구미시 선산읍 북산리,GMR17
3523,168,1467,하천,36.2061111,36.2061111,경상북도 구미시 선산읍 북산리,GMR18
3524,168,1468,하천,36.2058333,36.2058333,경상북도 구미시 선산읍 북산리,GMR19
3525,168,1461,하천,36.2225,36.2225,경상북도 구미시 선산읍 북산리,GMR11
3526,168,1462,하천,36.2238889,36.2238889,경상북도 구미시 선산읍 북산리,GMR12
3527,168,1463,하천,36.2227778,36.2227778,경상북도 구미시 선산읍 북산리,GMR13
3528,168,1464,하천,36.2202778,36.2202778,경상북도 구미시 선산읍 북산리,GMR14
3529,168,1457,하천,36.2241667,36.2241667,경상북도 구미시 선산읍 화조리,GMR06
3530,168,1458,하천,36.2225,36.2225,경상북도 구미시 선산읍 완전리,GMR07
3531,168,1459,하천,36.2213889,36.2213889,경상북도 구미시 선산읍 완전리,GMR08
3532,168,1460,하천,36.2194444,36.2194444,경상북도 구미시 선산읍 완전리,GMR09
3533,168,1454,하천,36.2277778,36.2277778,경상북도 구미시 고아읍 오로리,GMR02
3534,168,1455,하천,36.2277778,36.2277778,경상북도 구미시 고아읍 오로리,GMR03
3535,168,1456,하천,36.2275,36.2275,경상북도 구미시 고아읍 오로리,GMR04
4206,222,2000,육상,34.7881667,127.6468222,전라남도 여수시 주삼동 ,YSL22
4207,222,2002,육상,34.8014222,127.7278972,전라남도 여수시 호명동 ,YSL24
4208,222,2003,육상,34.8306833,127.7397306,전라남도 여수시 상암동 ,YSL25
4209,222,2004,육상,34.7166944,127.5674694,전라남도 여수시 화양면 옥적리,YSL26
4210,222,2007,육상,34.684175,127.6146972,전라남도 여수시 화양면 안포리,YSL29
4211,222,2008,육상,34.689325,127.6128611,전라남도 여수시 화양면 나진리,YSL30
4212,222,2009,육상,34.6560222,127.7781806,전라남도 여수시 돌산읍 평사리,YSL31
4213,222,2010,육상,34.6648556,127.7744056,전라남도 여수시 돌산읍 둔전리,YSL32
