작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
1986,대덕(석탄)광산 물리탐사보고서,대덕,석탄,충청북도 단양군 가곡면 ,,86물-001
1986,"영중(금,은)광산 물리탐사보고서",영중,"금,동,은",경기도 포천시 영중면 ,"기산_121,기산_122,기산_123,기산_131,기산_132,기산_133,기산_141,기산_142,기산_143",86물-037
1986,"유금(금,은)광산 물리탐사보고서",유금,"금,동,아연,연,은",경상북도 영덕군 병곡면 ,"영해_063,영해_072",86물-036
1986,"울산(철,텅스텐)광산 물리탐사보고서",울산,"사문석,철,텅스텐",울산광역시 울주군  ,"울산_102,울산_103",86물-035
1986,"황금산(금,은)광산 물리탐사보고서",황금산,"금,동,아연,연,은","경상북도 상주시 중동면 ,경상북도 예천군 풍양면 ","낙동_122,낙동_123",86물-034
1986,"우성(금,은)광산 물리탐사보고서",우성,"금,은",충청남도 청양군 장평면 은곡리,청양_059,86물-033
1986,"삼호(금,은,동)광산 물리탐사보고서",삼호,"금,동,은",강원도 홍천군 홍천읍 삼마치리,양덕원_073,86물-032
1986,"신창(연,아연)광산 물리탐사보고서",신창,"금,아연,연,은",강원도 태백시 철암동 ,,86물-031
1986,"보익(금,은)광산 물리탐사보고서",보익,"금,은",경기도 양평군 단월면 삼가리,"용두리_050,이포_041",86물-030
1986,춘천삼당(철)광산 물리탐사보고서,춘천삼당,철,강원도 춘천시 사북면 고탄리,,86물-029
1986,"백은(금,은)광산 물리탐사보고서",백은,"금,은",강원도 평창군 대화면 ,"창동_089,창동_090",86물-028
1986,삼화철(철)광산 물리탐사보고서,삼화철,철,강원도 동해시 이기동 ,"삼척_132,삼척_141,삼척_142",86물-027
1986,송계(망간)광산 물리탐사보고서,송계,망간,강원도 원주시 신림면 ,신림_034,86물-026
1986,어상천(망간)광산 물리탐사보고서,어상천,"동,망간,아연,연,은",충청북도 단양군 어상천면 ,"영춘_075,영춘_085",86물-025
1986,"유금(금,은)광산 물리탐사보고서",유금,"금,동,아연,연,은",경상북도 영덕군 병곡면 ,영덕_063,86물-024
1986,"삼전(금,은,동)광산 물리탐사보고서",삼전,"금,동,은",경상남도 고성군 삼산면 ,충무_143,86물-023
1986,"신림(은,동)광산 물리탐사보고서",신림,"동,아연,연,은",강원도 원주시 신림면 ,신림_098,86물-022
1986,"부국(은,연)광산 물리탐사보고서",부국,"연,은",강원도 고성군 현내면 ,고성_069,86물-021
1986,"고명(연,아연)광산 물리탐사보고서",고명,"금,아연,연,은",강원도 고성군 현내면 ,"고성_068,고성_078",86물-020
1986,"동보(금,은)광산 물리탐사보고서",동보,"금,동,연,은",강원도 고성군 현내면 ,고성_068,86물-019
1986,"주천(금,은)광산 물리탐사보고서",주천,"금,기타,동,은",강원도 영월군 주천면 ,영월_124,86물-018
1986,당진철(철)광산 물리탐사보고서,당진,철,충청남도 당진시 고대면 당진포리,당진_123,86물-017
1986,충주철(철)광산 물리탐사보고서,충주절,철,충청북도 충주시 대소원면 ,충주_103,86물-016
1986,"명파(은,동)광산 물리탐사보고서",명파,"금,동,은",강원도 고성군 현내면 ,고성_067,86물-015
1986,"진부(금,은)광산 물리탐사보고서",진부,"금,동,아연,연,은",강원도 인제군 북면 ,창암점_076,86물-014
1986,"황금산(금,은)광산 물리탐사보고서",황금산,"금,동,아연,연,은","경상북도 상주시 중동면 ,경상북도 예천군 풍양면 ","낙동_122,낙동_123",86물-013
1986,"동성(연,아연)광산 물리탐사보고서",동성,"금,동,아연,연,은",강원도 고성군 현내면 검장리,고성_077,86물-012
1986,"보림(연,아연)광산 물리탐사보고서",보림,"아연,연,철",충청북도 충주시 용탄동 ,묵호_030,86물-011
1986,매현(철)광산 물리탐사보고서,매현,철,"충청북도 괴산군 불정면 ,충청북도 충주시 대소원면 매현리",충주_086,86물-010
1986,증산(몰리브덴)광산 물리탐사보고서,중산,"금,몰리브덴,은",강원도 정선군 남면 ,호명_126,86물-009
1986,"형제(금,은)광산 물리탐사보고서",형제,"금,동,아연,연,은",경상북도 성주군 가천면 금봉리,지례_088,86물-008
1986,천지(동)광산 물리탐사보고서,천지,"금,동,아연,연,은",경상남도 창원시 의창구 북면 월백리,마산_071,86물-007
1986,"삼보연철(연,아연)광산 물리탐사보고서",삼보연철,"금,망간,아연,연,은,철",충청북도 단양군 적성면 상원곡리,제천_017,86물-006
1986,"장금(금,은)광산 물리탐사보고서",장금,"금,은",전라북도 진안군 부귀면 황금리,용담_088,86물-005
1986,"경남(금,은)광산 물리탐사보고서",경남,"금,은",경상남도 남해군 고현면 ,남해_086,86물-004
1986,원동철(철)광산 물리탐사보고서,원동철,철,경상남도 양산시 원동면 ,,86물-003
1986,"한용(금,은)광산 물리탐사보고서",한용,"금,동,연,은",강원도 정선군 임계면 ,임계_076,86물-002
1986,"금만(금,은)광산 물리탐사보고서",금만,"금,동,은",전라북도 김제시 금산면 ,전주_146,86물-001
1985,"부림(금,은,동)광산 물리탐사보고서",부림,"금,동,아연,연,은",경상남도 의령군 부림면 권혜리,남지_131,85물-036
1985,"고명(연,아연)광산 물리탐사보고서",고명,"금,동,아연,연,은",강원도 고성군 현내면 ,"고성_068,고성_078",85물-035
1985,매봉(동)광산 물리탐사보고서,매봉,"금,동,아연,연,은",경상북도 경주시 양북면 ,연일_039,85물-034
1985,"신태화(연,아연)광산 물리탐사보고서",신태화,"금,아연,연,은",강원도 고성군 현내면 ,고성_079,85물-033
1985,"구곡(금,은,동)광산 물리탐사보고서",구곡,"금,동,아연,연,은",충청북도 제천시 봉양읍 ,,85물-032
1985,"신원(금,은)광산 물리탐사보고서",신원,"금,동,은",경상남도 거제시  ,,85물-031
1985,울산(철)광산 물리탐사보고서,울산,"동,사문석,철,텅스텐",울산광역시 울주군  ,"울산_102,울산_103",85물-030
1985,"광정(금,은)광산 물리탐사보고서",광정,"금,동,아연,연,은",충청남도 공주시 정안면 광정리,"광정_084,광정_094",85물-029
1985,"가평(금,은)광산 물리탐사보고서",가평,"금,동,은",경기도 가평군 북면 ,춘천_106,85물-028
1985,"가금(연,아연)광산 물리탐사보고서",가금,"금,아연,연,은",충청북도 충주시 가금면 ,묵호_109,85물-027
1985,"공주(금,은)광산 물리탐사보고서",공주,"금,동,은",충청남도 공주시 탄천면 ,논산_142,85물-026
1985,"우성(금,은)광산 물리탐사보고서",우성,"금,은",충청남도 청양군  ,청양_009,85물-025
1985,"남흥(연,아연)광산 물리탐사보고서",남흥,"금,동,아연,연,은",경상남도 남해군 남해읍 ,남해_069,85물-024
1985,거도(철)광산 물리탐사보고서,거도,"동,철",강원도 태백시 소도동 ,,85물-023
1985,"대아(연,아연)광산 물리탐사보고서",대아,"금,아연,연,은",강원도 평창군 평창읍 대상리,"영월_091,평창_100",85물-022
1985,"백은(금,은)광산 물리탐사보고서",백은,"금,은",강원도 평창군 대화면 ,"창동_089,창동_090",85물-021
1985,"천택(금,은)광산 물리탐사보고서",천택,"금,은","경상북도 상주시 화남면 중눌리,경상북도 상주시 화서면 사산리",,85물-020
1985,옥계삼당(철)광산 물리탐사보고서,옥계삼당,철,강원도 강릉시 옥계면 산계리,,85물-019
1985,춘천삼당(철)광산 물리탐사보고서,춘천삼당,철,강원도 춘천시 사북면 고탄리,,85물-018
1985,"금곡(금,은)광산 물리탐사보고서",금곡,"금,동,아연,연,은,철",강원도 영월군 주천면 ,신림_004,85물-017
1985,"신림(은,동)광산 물리탐사보고서",신림,"금,동,아연,연,은",강원도 원주시 신림면 ,신림_098,85물-016
1985,"황금산(금,은,동)광산 물리탐사보고서",황금산,"금,동,아연,연,은",경상북도 예천군 풍양면 ,"낙동_122,낙동_123",85물-015
1985,"어상천(연,아연)광산 물리탐사보고서",어상천,"동,망간,아연,연,은",충청북도 단양군 어상천면 임현리,"영춘_075,영춘_085",85물-014
1985,"삼호(금,은,동)광산 물리탐사보고서",삼호,"금,동,은",강원도 홍천군 홍천읍 삼마치리,양덕원_073,85물-013
1985,"보익(금,은)광산 물리탐사보고서",보익,"금,은",경기도 양평군 단월면 삼가리,"용두리_050,이포_041",85물-012
1985,옥계(철)광산 물리탐사보고서,옥계,철,강원도 강릉시 옥계면 ,석병산_013,85물-011
1985,"경선(금,은)광산 물리탐사보고서",경선,"금,은",경상북도 구미시 도개면 ,선산_055,85물-010
1985,물안(철)광산 물리탐사보고서,물안,철,"강원도 양양군 강현면 ,강원도 양양군 양양읍 ",양양_124,85물-009
1985,"동진(금,은)광산 물리탐사보고서",동진,"금,은",경기도 화성시 남양동 ,남양_089,85물-008
1985,"삼일(금,은,연)광산 물리탐사보고서",삼일,"금,연,은",강원도 평창군 진부면 ,하진부_094,85물-007
1985,"대진(철,망간)광산 물리탐사보고서",대진,"망간,철",경상북도 영덕군 영해면 ,"영해_038,영해_048",85물-006
1985,"삼보연철(연,아연)광산 물리탐사보고서",삼보연철,"금,아연,연,은",충청북도 단양군 적성면 ,제천_017,85물-005
1985,"북동(금,은)광산 물리탐사보고서",북동,"금,아연,연,은",강원도 횡성군 우천면 오원리,안흥_095,85물-004
1985,"계성(금,은)광산 물리탐사보고서",계성,"금,동,아연,연,은",경상남도 창녕군 계성면 신당리,영산_131,85물-003
1985,한태(철)광산 물리탐사보고서,한태,철,경상남도 양상시 웅상읍 ,"양산_075,양산_077",85물-002
1985,"율산(금,은)광산 물리탐사보고서",율산,"금,은",경상북도 성주군 선남면 ,왜관_084,85물-001
1982,대룡(철)광산 물리탐사보고서,대룡,"금,기타,은,텅스텐","대구광역시 달성군 옥포면 ,대구광역시 달성군 화원읍 ",경산_144,82물-013
1982,"광성(금,은,동)광산 물리탐사보고서",광성,"금,동,은",경상남도 고성군 삼산면 ,충무_143,82물-012
1982,"오월(금,은)광산 물리탐사보고서",오월,"금,동,연,은",강원도 춘천시 서면 오월리,춘천_063,82물-011
1982,"세원(금,은)광산 물리탐사보고서",세원,"금,은",경상북도 고령군 운수면 ,,82물-010
1982,"은포(금,은)광산 물리탐사보고서",은포,"규석,금,아연,연,은","경상북도 성주군 성주읍 ,경상북도 성주군 용암면 ",,82물-009
1982,울산(철)광산 물리탐사보고서,울산철,"철,텅스텐",울산광역시 울주군  ,울산_103,82물-008
1982,"유천(금,은)광산 물리탐사보고서",유천,"금,동,망간,아연,연,은,철","경상남도 밀양시 상동면 ,경상북도 청도군 청도읍 ",,82물-007
1982,"성원(금,은)광산 물리탐사보고서",성원,"금,동,아연,연,은,철",경상북도 성주군 선남면 ,왜관_085,82물-006
1982,"대룡(은,동)광산 물리탐사보고서",대룡,"금,동,아연,연,은",경상북도 성주군 선남면 오도리,,82물-005
1982,"대경(금,은)광산 물리탐사보고서",대경,"금,동,연,은",경상북도 성주군 선남면 취곡리,왜관_107,82물-004
1982,"풍문(연,아연)광산 물리탐사보고서",풍문,"동,아연,연,은",강원도 삼척시 원덕읍 ,,82물-003
1982,"금실(금,은,동)광산 물리탐사보고서",금실,"금,동,망간,아연,연,은","충청북도 제천시 수산면 ,충청북도 제천시 청풍면 ","황강리_033,황강리_043",82물-002
1982,삼율소보(휘수연)광산 물리탐사보고서,삼율소보,휘수연,경상북도 울진군 후포면 삼율리,,82물-001
1980,승륭(아연)광산 물리탐사보고서,승룡,아연,전라북도 무주군 적상면 북창리,장기리_022,80물-009
1980,구길(철)광산 물리탐사보고서,구길,철,경상남도 산청군 시천면 반천리,"단성_127,단성_137",80물-008
1980,귀래(금)광산 물리탐사보고서,귀래,"금,동,아연,연,은,텅스텐",강원도 원주시 귀래면 ,"문막_049,문막_059,문막_060",80물-007
1980,구길(철)광산 물리탐사보고서,구길,철,경상남도 산청군 시천면 반천리,"단성_127,단성_137",80물-006
1980,송계(망간)광산 물리탐사보고서,송계,망간,강원도 원주시 신림면 송계리,신림_034,80물-005
1980,매봉(금)광산 물리탐사보고서,매봉,"금,동,아연,연,은",경상북도 경주시 양북면 권이리,연일_039,80물-004
1980,영덕(망간)광산 물리탐사보고서,영덕,"금,동,망간,아연,연,은",경상북도 영덕군 영덕읍 구미리,,80물-003
1980,"압해도(금,은)광산 물리탐사보고서",압해도,"금,은",전라남도 신안군 압해읍 ,,80물-002
1980,"삼성(금,은)광산 물리탐사보고서",삼성,"금,동,아연,연,은","경기도 양평군 개군면 ,경기도 양평군 양평읍 원덕리,경기도 양평군 용문면 삼성리",이포_113,80물-001
1978,현풍(철)광산 물리탐사보고서,현풍,철,대구광역시 달성군 유가면 초곡리,,78물-013
1978,"당두(연,아연)광산 물리탐사보고서",당두,"아연,연,은",충청북도 제천시 금성면 ,,78물-012
1978,"원대(금,은)광산 물리탐사보고서",원대,"금,아연,연,은",강원도 인제군 인제읍 하추리,설악산_139,78물-011
1978,서성(동)광산 물리탐사보고서,서성,"금,동,아연,연,은",충청남도 서산시 지곡면 ,"대산_048,대산_058",78물-010
1978,등록제52128호(철)광산 물리탐사보고서,등록 제52128호,철,강원도 영월군 주천면 ,,78물-009
1978,원풍(철)광산 물리탐사보고서,원풍,철,충청북도 괴산군 연풍면 원풍리,,78물-008
1978,마장(중석)광산 물리탐사보고서,마장,텅스텐,충청북도 충주시 앙성면 ,,78물-007
1978,"이욱(금,은,동)광산 물리탐사보고서",이욱,"금,동,아연,연,은",강원도 영월군 주천면 신일리,신림_025,78물-006
1978,"문경신원(금,은)광산 물리탐사보고서",문경 신원,"금,동,몰리브덴,연,은,텅스텐,형석",경상북도 문경시 산북면 ,,78물-005
1978,"삼광(철,티타늄)광산 물리탐사보고서",삼광,"철,티탄늄",인천광역시 강화군 양사면 ,강화_043,78물-004
1978,"거제(금,은,동)광산 물리탐사보고서",거제,"금,동,은",경상남도 거제시 하청면 ,,78물-003
1978,"금정(금,은,동)광산 물리탐사보고서",금정,"금,동,연,은,코발트","경상남도 고성군 대가면 금산리,경상남도 고성군 마암면 ","진동_108,진동_109,진동_118",78물-002
1978,등록제51186호(철)광산 물리탐사보고서,등록 제51186호,"금,망간,아연,연,은,철","경상남도 밀양시 상동면 ,경상북도 청도군 청도읍 ",청도_016,78물-001
1977,태삼진(흑연)광산 물리탐사보고서,태삼진,흑연,경기도 가평군 상면 ,"청평_084,청평_094,청평_104",77물-001
1977,"분천(금,은,연)광산 물리탐사보고서",분천연,"금,연,은",경상북도 봉화군 소천면 분천리,,77물-013
1977,"삼호(금,은)광산 물리탐사보고서",삼호,"금,동,아연,연,은,철",대구광역시 달성군 가창면 삼산리,"경산_056,경산_066",77물-012
1977,"금연(연,아연)광산 물리탐사보고서",금연,"동,아연,연,은",강원도 영월군 수주면 ,신림_062,77물-011
1977,"길곡(금,은,동)광산 물리탐사보고서",길곡,"금,동,은","경상남도 창녕군 길곡면 ,경상남도 창원시 의창구 북면 ,경상남도 함안군 칠북면 ",,77물-010
1977,"덕둔(금,은)광산 물리탐사보고서",덕둔,"금,동,연,은",경기도 광주시 곤지암읍 장심리,,77물-009
1977,"덕성(금,은)광산 물리탐사보고서",덕성,"금,안티몬,은",충청남도 천안시 동남구 동면 덕성리,,77물-008
1977,"백월(금,은)광산 물리탐사보고서",백월,"금,동,아연,연,은",경상남도 창원시 의창구 북면 ,,77물-007
1977,용유(철)광산 물리탐사보고서,용유,철,인천광역시 중구용유출장  ,용유리_064,77물-006
1977,"칠천(금,은)광산 물리탐사보고서",칠천,"금,동,아연,연,은,철",경상남도 거제시 하청면 ,,77물-005
1977,풍진(망간)광산 물리탐사보고서,풍진,"망간,철",강원도 삼척시 하장면 ,호명_013,77물-004
1977,"명지(금,은,동)광산 물리탐사보고서",명지,"금,동,아연,연,은",강원도 인제군 기린면 ,,77물-003
1977,"대법(금,은,동)광산 물리탐사보고서",대법,"금,동,아연,연,은","경상남도 고성군 대가면 ,경상남도 고성군 영현면 ",,77물-002
1977,"삼흥(금,은)광산 물리탐사보고서",삼흥,"금,동,연,은",경상남도 통영시 한산면 매죽리,,77물-001
1976,삼척(흑연)광산 물리탐사보고서,삼척,흑연,강원도 삼척시 근덕면 부남리,,76물-001
1976,제49057호(철)광산 물리탐사보고서,등록 제49057호,철,"경상북도 영덕군 영덕읍 ,경상북도 영덕군 축산면 ",,76물-041
1976,"청계(금,은)광산 물리탐사보고서",청계,"금,동,아연,연,은",경기도 포천시 일동면 기산리,,76물-040
1976,"금산(금,은)광산 물리탐사보고서",금산,"금,동,연,은","경상북도 칠곡군 왜관읍 ,경상북도 칠곡군 지천면 ",,76물-039
1976,"청룡(금,은)광산 물리탐사보고서",청룡,"금,동,아연,연,은",경상남도 창원시 의창구 북면 ,,76물-038
1976,의성(동)지구 물리탐사보고서,지소,"동,아연,연",경상북도 청송군 안덕면 지소리,,76물-037
1976,금산(금)지구 물리탐사보고서,수복,"금,동,아연,연,은",충청남도 금산군 복수면 ,,76물-036
1976,도경(철)광산 물리탐사보고서,도경,철,강원도 정선군 임계면 ,,76물-035
1976,"창수(금,은)광산 물리탐사보고서",창수,"금,동,아연,연,은",경상북도 영덕군 창수면 창수리,영양_006,76물-034
1976,"동영(금,은)광산 물리탐사보고서",동영,"금,동,아연,연,은",경상북도 경주시 산내면 일부리,,76물-033
1976,분천(철)광산 물리탐사보고서,분천,"망간,아연,연,철",경상북도 울진군 서면 ,,76물-032
1976,"명주(금,은)광산 물리탐사보고서",명주,"금,동,은",경상남도 창원시 마산합포구 구산면 ,,76물-031
1976,궁곡(철)광산 물리탐사보고서,궁곡,철,"경상북도 문경시 문경읍 ,충청북도 제천시 덕산면 ",,76물-030
1976,"양양(연,아연)지구  물리탐사보고서",양양지구,철,"강원도 양양군 강현면 ,강원도 양양군 양양읍 ",,76물-029
1976,"울주(연,아연)광산 물리탐사보고서",울주,"동,아연,연",울산광역시 울주군 두서면 복안리,모량_059,76물-028
1976,홍천(비소)광산 물리탐사보고서,홍천,"금,동,비소,아연,연,은","강원도 홍천군 서면 ,경기도 가평군 설악면 ",,76물-027
1976,"가야(금,은)광산 물리탐사보고서",가야,"금,동,은",경상남도 함안군 함안면 ,,76물-026
1976,"금성불(금,은)광산 물리탐사보고서",금성불,"금,동,아연,연,은",경상북도 봉화군 봉성면 ,,76물-025
1976,금장(철)광산 물리탐사보고서,금장,철,경기도 포천시 영북면 대회산리,,76물-024
1976,고현(동)광산 물리탐사보고서,고현,동,경상남도 거제시  ,,76물-023
1976,등록44247(동)광산 물리탐사보고서,"등록제 44247,47638호","동,아연,연",경상남도 창원시 마산합포구 구산면 ,,76물-022
1976,"장재(금,은)광산 물리탐사보고서",장재,"금,동,아연,연,은,형석","전라북도 완주군 운주면 ,충청남도 논산시 양촌면 ",,76물-021
1976,동송(철)광산 물리탐사보고서,동송,철,충청북도 영동군 양산면 ,양산_100,76물-020
1976,자일(철)광산 물리탐사보고서,자일,"금,은,철",경상북도 청송군 안덕면 ,,76물-019
1976,"장군(금,은)광산 물리탐사보고서",장군,"금,동,망간,비소,아연,연,은","경상북도 봉화군 소천면 ,경상북도 봉화군 재산면 ",,76물-018
1976,"선우(금,은)광산 물리탐사보고서",선우,"금,니켈,동,은,코발트",강원도 양구군 방산면 장평리,,76물-017
1976,성풍(철)광산 물리탐사보고서,성풍,철,경상남도 양산시 원동면 영포리,,76물-016
1976,문경철(철)광산 물리탐사보고서,문경,철,경상북도 문경시 문경읍 관음리,,76물-015
1976,덕양(동)광산 물리탐사보고서,덕양,"동,아연,연",전라북도 완주군 소양면 ,,76물-014
1976,"금반(금,은)광산 물리탐사보고서",금반,"금,은","경상북도 칠곡군 왜관읍 ,경상북도 칠곡군 지천면 ",,76물-013
1976,"장군(연,아연)광산 물리탐사보고서",장군,"금,동,망간,비소,아연,연,은","경상북도 봉화군 소천면 ,경상북도 봉화군 재산면 ",,76물-012
1976,입석(철)광산 물리탐사보고서,입석,철,충청북도 괴산군 연풍면 갈금리,,76물-011
1976,영주제20050호(연)광산 물리탐사보고서,영주 제20050호,연,경상북도 영주시 순흥면 덕현리,,76물-010
1976,"은내봉(금,은)광산 물리탐사보고서",은내봉,"금,동,아연,연,은",전라북도 완주군 소양면 신촌리,,76물-009
1976,해창(철)광산 물리탐사보고서,해창,철,충청남도 서산시 대산읍 ,,76물-008
1976,"금학(금,은)광산 물리탐사보고서",금학,"금,동,아연,연,은",경상북도 의성군 옥산면 ,,76물-007
1976,"방계(금,은)광산 물리탐사보고서",방계,"금,동,유화철,은,텅스텐",강원도 평창군 방림면 계촌리,,76물-006
1976,"봉발(금,은)광산 물리탐사보고서",봉발,"금,은",경상남도 고성군 영현면 추계리,,76물-005
1976,"갑남산(금,은)광산 물리탐사보고서",갑남산,"금,은",전라북도 부안군 진서면 ,,76물-004
1976,"장연(금,은)광산 물리탐사보고서",장연,"금,동,아연,연,은",충청북도 괴산군 장연면 ,,76물-003
1976,서상(철)광산 물리탐사보고서,서상,철,경상남도 남해군 남해읍 서변리,,76물-002
1976,경주철산(철)광산 물리탐사보고서,경주,철,경상북도 경주시 현곡면 ,,76물-001
1972,경남-마산광상(동)지구 물리탐사보고서,"대원,동성,창흥","금,동,아연,연,은","경상남도 창원시 마산합포구 구산면 ,경상남도 창원시 마산회원구 내서읍 ,경상남도 창원시 의창구 북면 ","마산_105,진해_097",72물-002
1972,서산(철)광상지구 물리탐사보고서,이북철광,철,충청남도 서산시  ,,72물-001
1971,"정선(연,아연)지구  물리탐사보고서",정선지구,"아연,연",강원도 정선군 화암면 ,"예미_001,정선_020,정선_030,호명_122",71물-002
1971,"진풍(금,은)광산 물리탐사보고서",진풍,"금,동,아연,연,은",경상남도 창원시 마산합포구 구산면 ,진해_087,71물-001
